survey,subclass,plate,mjd,fiberid
sdss,G2,3005,54876,220
sdss,G5,3005,54876,232
boss,G4V (32923),5364,56000,616
boss,G4V (32923),5364,56000,620
boss,G8V (75732),5364,56000,658
boss,G4V (32923),5364,56000,662
sdss,G0,1379,53084,619
boss,G0Va (143761),5115,55885,342
segue1,G5,2887,54521,522
segue1,G5,2887,54521,533
segue1,G0,2545,53915,257
segue1,G2,2545,53915,260
segue1,G0,2545,53915,266
segue1,G0,2545,53915,267
segue1,G5,2545,53915,276
segue1,G2,2545,53915,284
segue1,G2,2545,53915,285
segue1,G2,2545,53915,286
segue1,G5,2545,53915,287
segue1,G2,2545,53915,289
segue1,G5,2545,53915,290
segue1,G0,2545,53915,304
segue1,G5,2545,53915,305
segue1,G2,2545,53915,306
segue1,G2,2545,53915,309
segue1,G5,2545,53915,312
segue1,G0,2545,53915,314
segue1,G2,2545,53915,320
boss,G0Va (143761),5773,56009,630
boss,G0Va (143761),5715,56657,524
boss,G8V (101501),3822,55544,142
segue2,G0,3324,54943,190
segue2,G2,3324,54943,197
segue2,G0,3324,54943,205
segue2,G0,3324,54943,232
segue2,G2,3324,54943,235
boss,G8V (101501),4543,55888,407
sdss,G2,1336,52759,197
sdss,G2,1336,52759,199
boss,G4V (32923),3822,55544,226
boss,G0 (63791),4771,55925,506
sdss,G0,269,51910,422
sdss,G2,2846,54461,521
sdss,G2,2846,54461,540
sdss,G5,2846,54461,551
sdss,G2,2846,54461,564
sdss,G2,2846,54461,570
sdss,G2,2846,54461,574
boss,G8V (101501),6471,56309,131
segue1,G2,1661,53240,2
segue1,G5,1661,53240,10
segue1,G0,1661,53240,27
segue2,G2,3331,54977,106
segue2,G2,3331,54977,113
segue2,G2,3331,54977,128
segue2,G2,3331,54977,130
segue2,G2,3331,54977,133
segue2,G2,3331,54977,136
segue2,G0,3331,54977,149
segue2,G2,3331,54977,154
boss,G8V (101501),3953,55322,104
boss,G8V (101501),3953,55322,116
segue1,G2,2888,54529,629
segue1,G0,2888,54529,637
boss,G4V (32923),5116,55857,116
boss,G0Va (143761),5116,55857,128
boss,G0Ib (204867),4801,55653,762
segue1,G0,2890,54495,38
boss,G4V (32923),5116,55857,654
boss,G8V (75732),5116,55857,666
boss,G4V (32923),3851,55302,950
boss,G0Va (143761),4056,55357,186
boss,G0 (63791),4769,55931,792
segue1,G2,2828,54438,386
segue1,G2,2828,54438,393
segue1,G2,2828,54438,397
segue1,G2,2828,54438,398
segue1,G2,2828,54438,411
segue1,G2,2828,54438,443
segue1,G2,2828,54438,444
segue1,G2,2828,54438,448
sdss,G2,757,52238,330
boss,G0 (63791),5048,56218,154
boss,G8V (75732),5048,56218,180
sdss,G2,1336,52759,337
sdss,G0,1336,52759,358
boss,G9IV (100030),4058,55358,17
boss,G9IV (100030),4058,55358,37
boss,G0Va (143761),4058,55358,40
segue2,G0,3324,54943,373
sdss,G0,2839,54461,334
boss,G8V (101501),5048,56218,236
boss,G4V (32923),4775,55708,218
segue1,G2,1661,53240,137
segue2,G2,3331,54977,236
segue2,G2,3331,54977,243
segue2,G2,3331,54977,253
segue2,G2,3331,54977,266
segue2,G2,3331,54977,278
segue2,G2,3331,54977,283
segue2,G2,3331,54977,293
sdss,G0,762,52232,230
boss,G0.5IV (14214),5426,55987,862
boss,G1V (95128),3955,55678,264
sdss,G0,543,52017,603
sdss,G5,544,52201,20
boss,G4V (32923),6287,56221,660
boss,G4V (32923),4803,55734,498
boss,G4V (32923),6024,56088,904
boss,G5/G6IVw (26297),6024,56088,924
sdss,G5,1333,52782,486
boss,G0 (G_101-29),5715,56657,657
sdss,G0,1024,52826,421
boss,G8V (101501),7102,56666,619
boss,G8V (75732),7102,56666,688
boss,G9Ib (221861),7102,56666,702
sdss,G2,2497,54154,556
boss,G0Va (143761),5048,56218,338
boss,G4V (32923),5048,56218,362
segue1,G0,1661,53240,339
segue1,G2,1661,53240,359
segue1,G2,1661,53240,361
segue1,G2,1661,53240,383
boss,G8V (101501),6721,56398,446
sdss,G0,1957,53415,452
sdss,G2,2106,53714,464
boss,G0Va (143761),3958,55329,800
segue2,G2,3121,54749,584
segue2,G2,3121,54749,587
segue2,G2,3121,54749,591
segue2,G0,3121,54749,605
boss,G8V (75732),3960,55663,31
boss,G1V (95128),3960,55663,32
boss,G1V (95128),3960,55663,56
boss,G1V (95128),3960,55663,92
boss,G8V (101501),3615,55445,240
boss,G4V (32923),4804,55679,534
sdss,G2,304,51609,575
boss,G0Va (143761),5332,55981,785
sdss,G2,493,51957,88
sdss,G2,493,51957,89
segue2,G2,3319,54915,514
segue2,G2,3319,54915,519
segue2,G0,3319,54915,526
segue2,G2,3319,54915,528
segue2,G0,3319,54915,529
segue2,G2,3319,54915,535
segue2,G0,3319,54915,539
segue2,G2,3319,54915,553
segue2,G0,3319,54915,557
segue2,G2,3319,54915,567
segue2,G0,3319,54915,569
segue2,G0,3319,54915,571
boss,G0Va (143761),5715,56657,722
boss,G8V (75732),5715,56657,808
segue2,G2,3324,54943,509
segue2,G0,3324,54943,512
segue2,G2,3324,54943,513
segue2,G2,3324,54943,525
segue2,G2,3324,54943,531
segue2,G0,3324,54943,532
segue2,G2,3324,54943,542
segue2,G0,3324,54943,553
boss,G4V (32923),4543,55888,717
sdss,G0,269,51910,575
boss,G8V (101501),3822,55544,522
boss,G0Va (143761),5718,56693,704
boss,G0 (63791),6259,56565,109
boss,G8V (75732),6471,56309,868
sdss,G0,1810,53794,508
segue2,G2,3128,54776,324
segue2,G2,3128,54776,335
segue2,G2,3128,54776,348
segue2,G0,3128,54776,361
segue2,G2,3128,54776,370
segue2,G2,3128,54776,371
segue2,G2,3128,54776,381
boss,G1V (95128),6118,56189,804
boss,G4V (32923),3744,55209,948
boss,G9IV (100030),7260,56679,417
boss,G0 (63791),4805,55715,340
boss,G8V (101501),6026,56071,396
boss,G4V (32923),5715,56657,841
sdss,G2,2209,53907,554
sdss,G5,2209,53907,579
sdss,G2,2209,53907,589
boss,G1V (95128),7100,56636,876
sdss,G2,1025,53239,61
boss,G8V (101501),4543,55888,870
boss,G8V (101501),4543,55888,902
boss,G4V (32923),5718,56693,734
boss,G8V (101501),6255,56240,524
sdss,G2,2498,54169,108
boss,G0 (G_101-29),7106,56663,376
boss,G4V (32923),7106,56663,409
segue1,G2,1662,52970,88
sdss,G0,276,51909,40
sdss,G2,276,51909,47
boss,G0Va (143761),4547,55893,920
boss,G0.5IV (14214),6408,56329,410
sdss,G2,641,52176,343
sdss,G0,641,52176,347
sdss,G2,641,52176,352
sdss,G2,641,52199,354
boss,G0Va (143761),4453,55535,702
boss,G4V (32923),4453,55535,716
boss,G0Va (143761),3855,55268,670
boss,G0Va (143761),3855,55268,685
boss,G8V (101501),6026,56071,602
boss,G8V (75732),6026,56071,628
sdss,G5,307,51663,165
sdss,G2,1387,53118,576
boss,G1V (95128),4322,55503,862
boss,G1V (95128),3820,55542,670
boss,G8V (101501),3820,55542,684
boss,G5III+... (157910),5046,56243,824
boss,G8V (101501),4058,55358,388
segue2,G2,3325,54942,68
segue2,G2,3325,54942,74
segue2,G2,3325,54942,96
segue2,G2,3325,54942,99
segue2,G2,3325,54942,118
boss,G0Va (143761),4543,55888,907
sdss,G5,496,51988,166
sdss,G5,2840,54441,74
sdss,G5,2840,54441,82
sdss,G5,2840,54441,95
sdss,G0,2840,54441,103
sdss,G5,2840,54441,115
boss,G8V (101501),6255,56240,621
boss,G1V (95128),5718,56693,870
boss,G0Va (143761),5048,56218,599
boss,G8V (101501),5048,56218,608
boss,G0.5IV (14214),5048,56218,610
segue2,G2,3325,54942,121
segue2,G2,3325,54942,137
segue2,G2,3325,54942,146
segue2,G2,3325,54942,155
segue2,G2,3325,54942,168
boss,G4V (32923),3827,55565,496
boss,G0Va (143761),5723,56597,961
boss,G0Va (143761),3827,55565,642
boss,G8V (101501),3827,55565,662
boss,G8V (101501),3827,55565,678
boss,G5III+... (157910),4548,55565,126
boss,G8V (101501),6128,56236,28
segue2,G2,3137,54730,14
segue2,G2,3137,54730,17
segue2,G0,3137,54730,52
segue1,G0,2897,54585,254
segue1,G0,2897,54585,255
sdss,G2,2269,53711,365
sdss,G2,2269,53711,509
boss,G0 (G_101-29),3856,55269,428
boss,G4V (32923),3856,55269,436
sdss,G2,1077,52644,54
segue2,G2,3319,54915,638
segue2,G2,3319,54915,640
segue2,G0,3320,54912,2
segue2,G2,3320,54912,10
segue2,G0,3320,54912,27
segue2,G0,3320,54912,41
segue2,G2,3320,54912,44
segue2,G0,3320,54912,57
sdss,G2,1949,53433,49
boss,G1V (95128),7101,56659,43
segue1,G2,2829,54623,35
segue1,G0,2829,54623,52
segue1,G2,2829,54623,53
boss,G8V (75732),5332,55981,962
boss,G0 (63791),5332,55981,965
boss,G8V (101501),4341,55538,930
boss,G0 (G_101-29),4341,55538,948
boss,G8V (101501),7103,56661,90
boss,G3Ib (58526),5335,56013,56
boss,G0Va (143761),5048,56218,653
boss,G8V (101501),5048,56218,700
boss,G8V (101501),4772,55654,70
boss,G8V (101501),4544,55855,52
boss,G0Va (143761),6718,56398,116
sdss,G2,1952,53378,289
sdss,G2,1656,53533,278
segue1,G0,2848,54453,522
segue1,G2,2848,54453,524
segue1,G2,2848,54453,534
segue1,G2,2848,54453,536
segue1,G2,2848,54453,539
segue1,G2,2848,54453,558
segue1,G2,2848,54453,562
boss,G0Va (143761),5052,55857,729
boss,G5/G6IVw (26297),6472,56362,458
sdss,G2,1343,52790,628
segue2,G2,3335,54922,46
sdss,G0,1512,53742,450
sdss,G2,1512,53742,457
boss,G5III+... (157910),5442,55978,186
sdss,G2,2662,54505,394
boss,G1V (95128),4807,55687,964
boss,G4V (32923),4807,55687,971
boss,G0Va (143761),4094,55481,421
sdss,G2,1077,52644,457
sdss,G2,551,51993,454
boss,G0Va (143761),5780,56274,770
boss,G4V (32923),5780,56274,942
boss,G5Iab: (20123),6756,56426,194
boss,G8V (101501),5990,56066,26
sdss,G5,2210,53535,57
segue2,G0,3325,54942,268
segue2,G0,3325,54942,277
segue2,G0,3325,54942,281
segue2,G2,3325,54942,284
segue2,G0,3325,54942,296
sdss,G0,758,52253,343
sdss,G2,1656,53533,329
boss,G8V (101501),5719,56014,76
sdss,G2,1337,52767,359
segue2,G2,3335,54922,57
segue2,G0,3335,54922,58
segue2,G2,3335,54922,69
segue2,G2,3335,54922,79
segue2,G2,3335,54922,85
segue2,G0,3335,54922,86
boss,G1V (95128),4062,55383,965
boss,G4V (32923),3756,55505,546
boss,G8V (101501),3756,55505,576
boss,G8V (101501),6882,56541,347
boss,G8V (75732),3972,55589,103
boss,G8V (101501),3972,55589,117
boss,G4V (32923),5193,56066,134
boss,G4V (32923),5193,56066,162
sdss,G0,927,52577,9
segue1,G2,2556,54000,331
segue1,G5,2556,54000,347
segue1,G2,2556,54000,352
segue1,G0,2556,54000,357
segue1,G2,2556,54000,360
segue1,G5,2556,54000,372
segue1,G0,2556,54000,378
boss,G5Iab: (20123),3858,55273,60
boss,G0 (63791),5373,56010,104
segue1,G0,2901,54652,306
segue1,G0,2901,54652,319
boss,G0Va (143761),3858,55273,700
boss,G0 (63791),6466,56310,244
boss,G8V (75732),3820,55542,820
boss,G1V (95128),3820,55542,826
boss,G4V (32923),5990,56066,86
boss,G4V (32923),5046,56243,873
segue2,G2,3320,54912,128
segue2,G2,3320,54912,136
segue2,G0,3320,54912,158
segue2,G2,3320,54912,167
boss,G0 (G_101-29),5716,56684,44
boss,G0 (63791),4544,55855,206
boss,G0 (G_101-29),6718,56398,250
sdss,G0,1025,53239,393
sdss,G2,1025,53239,414
sdss,G5,1025,53239,420
boss,G0 (G_101-29),4544,55855,284
boss,G1V (95128),6255,56240,917
boss,G8V (101501),6255,56240,924
boss,G4V (32923),3823,55534,20
boss,G0 (63791),3823,55534,22
segue2,G2,3325,54942,443
segue2,G2,3325,54942,445
segue2,G0,3325,54942,464
segue2,G2,3325,54942,471
segue2,G2,3325,54942,483
segue2,G2,3325,54942,487
segue2,G0,3325,54942,489
segue2,G2,3325,54942,495
boss,G0Ib (204867),4544,55855,351
boss,G0Va (143761),5719,56014,216
boss,G0Va (143761),5053,56213,219
boss,G0 (G_101-29),5053,56213,222
boss,G4V (32923),5446,56014,833
boss,G0Va (143761),4257,55480,802
sdss,G0,1212,52703,141
sdss,G2,1212,52703,169
sdss,G2,1212,52703,189
boss,G0Va (143761),5448,56013,390
segue1,G2,2670,54115,406
segue1,G2,2670,54115,448
boss,G0Ib (204867),6418,56354,836
boss,G0 (G_101-29),6504,56540,722
boss,G0Va (143761),6757,56416,594
boss,G1V (95128),6031,56091,208
boss,G8V (101501),6031,56091,234
boss,G0Va (143761),6031,56091,256
boss,G8V (101501),4380,55857,238
boss,G4V (32923),5716,56684,80
sdss,G2,1023,52818,91
boss,G8V (101501),4323,55884,66
sdss,G0,493,51957,419
sdss,G2,493,51957,462
segue2,G2,3320,54912,189
segue2,G2,3320,54912,206
segue2,G0,3320,54912,234
segue2,G2,3320,54912,247
segue2,G0,3320,54912,269
segue2,G2,3320,54912,278
sdss,G5,2840,54441,449
sdss,G2,2840,54441,470
sdss,G0,2840,54441,483
sdss,G2,2840,54441,493
sdss,G5,2840,54441,496
sdss,G0,2840,54441,498
boss,G8V (101501),5335,56013,308
boss,G8V (101501),6718,56398,378
boss,G8V (101501),6718,56398,388
boss,G0 (G_101-29),4772,55654,396
boss,G8V (101501),5335,56013,384
sdss,G2,1337,52767,489
boss,G0Ib (204867),5048,56218,984
boss,G0 (63791),6468,56311,498
boss,G8V (101501),4544,55855,374
segue2,G2,3325,54942,572
segue2,G0,3325,54942,573
segue2,G2,3325,54942,579
segue2,G2,3325,54942,580
segue2,G2,3325,54942,584
segue2,G2,3325,54942,590
segue2,G0,3325,54942,592
segue2,G0,3325,54942,596
segue2,G2,3325,54942,599
segue2,G2,3325,54942,608
segue2,G0,3325,54942,614
segue2,G2,3325,54942,616
segue2,G2,3325,54942,617
segue2,G0,3325,54942,618
segue2,G0,3335,54922,376
segue2,G2,3335,54922,377
segue2,G2,3335,54922,382
segue2,G0,3335,54922,389
segue2,G2,3335,54922,417
segue1,G0,2849,54454,592
segue1,G2,2849,54454,632
sdss,G5,2505,53856,382
segue1,G2,1960,53289,5
segue1,G2,1960,53289,19
segue1,G2,1960,53289,20
segue1,G2,1960,53289,24
segue1,G2,1960,53289,36
segue1,G2,1960,53289,59
boss,G0 (G_101-29),5450,55986,560
segue1,G2,2394,54551,622
segue1,G0,2394,54551,626
segue1,G0,2394,54551,638
segue1,G2,2397,53763,4
segue1,G5,2397,53763,270
segue1,G2,2397,53763,321
sdss,G2,810,52672,442
boss,G4V (32923),3860,55269,138
segue2,G2,3320,54912,285
segue2,G2,3320,54912,286
segue2,G0,3320,54912,309
segue2,G2,3320,54912,315
sdss,G0,1334,52764,148
boss,G8V (101501),4770,55928,162
boss,G8V (101501),5049,56103,66
boss,G5/G6IVw (26297),5719,56014,365
boss,G9Ib (221861),5992,56066,510
boss,G3Ib (58526),5049,56103,111
sdss,G2,2840,54441,599
sdss,G0,2840,54441,602
sdss,G5,2840,54441,612
sdss,G0,2840,54441,624
sdss,G0,2840,54441,634
sdss,G2,2840,54441,637
sdss,G2,1026,52558,61
boss,G0 (G_101-29),3828,55539,546
segue1,G2,2850,54461,222
segue1,G2,2850,54461,231
boss,G5Iab: (20123),4346,56209,946
boss,G0 (G_101-29),3828,55539,582
boss,G4V (32923),4263,55484,291
sdss,G2,1836,54567,80
segue2,G2,3158,54794,195
segue2,G2,3158,54794,198
segue2,G2,3158,54794,209
segue2,G2,3158,54794,234
segue2,G2,3158,54794,237
segue2,G0,3158,54794,240
segue2,G2,3158,54794,243
segue2,G2,3158,54794,250
segue2,G2,3159,54802,327
segue2,G2,3159,54802,346
boss,G8V (75732),3860,55269,924
segue1,G2,2561,54597,513
segue1,G2,2561,54597,523
segue1,G2,2561,54597,552
segue1,G0,2561,54597,554
segue1,G2,2561,54597,563
sdss,G2,493,51957,488
sdss,G0,2495,54175,277
sdss,G2,2495,54175,278
segue1,G0,2829,54623,293
segue1,G2,2829,54623,314
sdss,G0,756,52577,154
boss,G9IV (100030),4323,55884,143
sdss,G0,1338,52765,11
sdss,G2,1338,52765,64
sdss,G2,1953,53358,100
segue2,G2,3326,54943,68
segue2,G2,3326,54943,113
segue2,G0,3326,54943,115
boss,G5III+... (157910),6256,56323,162
boss,G1V (95128),6718,56398,570
boss,G8V (75732),5992,56066,664
sdss,G2,2499,54176,141
boss,G0Va (143761),3823,55534,256
boss,G0Va (143761),3823,55534,264
boss,G0Va (143761),3823,55534,279
boss,G4V (32923),3823,55534,284
boss,G0Va (143761),6723,56428,318
segue1,G0,1664,52973,9
segue1,G0,1664,52973,18
segue1,G0,1664,52973,32
segue1,G0,1960,53289,425
segue1,G2,2850,54461,390
segue2,G2,3160,54793,323
segue2,G0,3160,54793,364
segue2,G2,3160,54793,365
segue2,G0,3161,54779,339
segue2,G2,3161,54779,343
segue2,G2,3161,54779,380
boss,G9IV (100030),5458,56011,256
boss,G8V (101501),5458,56011,260
sdss,G0,419,51879,185
boss,G0 (G_101-29),4382,55742,752
segue1,G2,2563,54653,387
segue1,G0,2563,54653,396
segue1,G2,2563,54653,419
segue1,G2,2563,54653,447
sdss,G2,1719,53876,555
boss,G5III+... (157910),4610,55621,56
boss,G9IV (100030),4610,55621,67
boss,G8V (101501),5047,55833,10
boss,G8V (101501),5047,55833,26
sdss,G2,493,51957,548
segue2,G2,3320,54912,317
segue2,G2,3320,54912,358
segue2,G2,3320,54912,365
segue2,G2,3320,54912,372
segue2,G2,3320,54912,378
boss,G8V (101501),6256,56323,248
boss,G8V (101501),4059,55360,90
boss,G0Va (143761),4059,55360,123
boss,G0 (63791),5049,56103,304
boss,G4V (32923),7103,56661,310
segue2,G0,3326,54943,195
segue2,G2,3326,54943,209
segue2,G0,3326,54943,210
segue2,G2,3326,54943,211
segue2,G2,3326,54943,216
segue2,G2,3326,54943,226
segue2,G2,3326,54943,241
segue2,G2,3326,54943,244
boss,G8V (75732),4772,55654,724
boss,G8V (101501),4772,55654,730
boss,G8V (101501),4772,55654,734
boss,G1V (95128),5049,56103,410
segue1,G2,2850,54461,417
segue1,G0,2850,54461,426
segue1,G0,2850,54461,445
segue2,G2,3362,54939,301
segue2,G2,3362,54939,307
segue2,G2,3362,54939,315
segue2,G2,3362,54939,317
segue2,G0,3362,54939,320
segue2,G2,3362,54939,323
segue2,G2,3362,54939,334
segue2,G2,3362,54939,340
segue2,G2,3362,54939,351
sdss,G2,1032,53175,377
segue2,G0,3362,54939,490
segue2,G2,3362,54939,493
segue2,G2,3362,54939,494
segue2,G0,3362,54939,497
segue2,G2,3362,54939,525
segue2,G2,3362,54939,526
segue2,G2,3362,54939,535
segue2,G0,3362,54939,546
segue1,G2,2690,54211,81
segue1,G2,2690,54211,105
boss,G8V (101501),6648,56383,724
boss,G3Ib (58526),5786,56251,76
sdss,G0,323,51615,476
sdss,G2,323,51615,483
sdss,G0,323,51615,487
sdss,G2,323,51615,499
boss,G0.5IV (14214),6760,56425,760
boss,G8V (101501),6299,56478,186
boss,G0Va (143761),6035,56076,488
boss,G8V (101501),4542,55833,348
boss,G4V (32923),5333,56001,302
sdss,G2,268,51633,278
sdss,G2,268,51633,304
sdss,G2,268,51633,325
sdss,G2,268,51633,344
segue2,G0,3320,54912,390
segue2,G0,3320,54912,407
segue2,G2,3320,54912,410
segue2,G2,3320,54912,411
segue2,G0,3320,54912,412
boss,G0Va (143761),6256,56323,304
boss,G4V (32923),3823,55534,404
sdss,G5,2841,54451,258
sdss,G5,2841,54451,273
sdss,G5,2841,54451,276
sdss,G5,2841,54451,279
sdss,G5,2841,54451,281
sdss,G5,2841,54451,299
sdss,G5,2841,54451,303
sdss,G5,2841,54451,306
sdss,G5,2841,54451,307
sdss,G0,2841,54451,308
sdss,G0,2841,54451,312
sdss,G2,2841,54451,316
boss,G3Ib (58526),4772,55654,747
boss,G0Va (143761),4772,55654,768
sdss,G2,1338,52765,318
sdss,G2,1953,53358,359
sdss,G2,2221,53792,632
sdss,G0,1032,53175,538
sdss,G0,1345,52814,222
sdss,G2,503,51999,358
boss,G0 (63791),3986,55329,538
segue1,G2,2417,53766,504
segue1,G2,2417,53766,518
boss,G8V (101501),4479,55592,112
boss,G0 (63791),4479,55592,125
sdss,G2,1571,53174,130
sdss,G2,1850,53786,318
segue1,G2,2910,54630,258
segue1,G2,2910,54630,259
segue1,G2,2910,54630,265
segue1,G2,2910,54630,274
segue1,G2,2910,54630,279
segue1,G0,2910,54630,286
segue1,G2,2910,54630,288
segue1,G2,2910,54630,302
segue1,G2,2910,54630,307
segue1,G2,2910,54630,309
segue1,G2,2910,54630,312
sdss,G2,1723,53905,155
boss,G9IV (100030),4385,55752,912
boss,G0 (63791),5333,56001,316
boss,G0Va (143761),5047,55833,63
boss,G0Va (143761),3823,55534,436
segue2,G0,3326,54943,319
segue2,G2,3326,54943,340
segue2,G0,3326,54943,344
segue2,G0,3326,54943,346
segue2,G2,3326,54943,351
segue2,G2,3326,54943,363
sdss,G2,1953,53358,423
sdss,G2,1953,53358,427
sdss,G0,1953,53358,438
sdss,G2,2841,54451,394
sdss,G5,2841,54451,405
sdss,G5,2841,54451,409
sdss,G5,2841,54451,415
sdss,G2,2841,54451,441
sdss,G0,2841,54451,447
boss,G8V (101501),5719,56014,742
sdss,G2,2499,54176,430
sdss,G2,1338,52765,411
segue2,G2,3326,54943,442
boss,G8V (101501),5340,56011,368
boss,G8V (101501),5340,56011,384
boss,G4V (32923),5340,56011,403
boss,G8V (101501),5340,56011,406
segue2,G2,3173,54849,640
segue2,G0,3174,54821,15
segue2,G2,3174,54821,31
segue2,G2,3174,54821,32
segue2,G2,3174,54821,45
segue2,G2,3174,54821,46
segue2,G2,3174,54821,47
segue2,G2,3174,54821,57
segue2,G0,3174,54821,60
boss,G0 (63791),6434,56362,784
boss,G8V (101501),6434,56362,796
segue2,G2,3175,54828,63
segue2,G2,3175,54828,65
segue2,G2,3175,54828,70
segue2,G2,3175,54828,80
segue2,G2,3175,54828,90
segue2,G2,3175,54828,101
segue2,G0,3175,54828,104
segue2,G0,3175,54828,125
boss,G5/G6IVw (26297),5333,56001,406
boss,G8V (75732),5333,56001,416
boss,G0Va (143761),5047,55833,128
boss,G8V (101501),6256,56323,532
boss,G0Va (143761),4342,55531,839
sdss,G2,1657,53520,449
boss,G0Va (143761),5719,56014,858
boss,G0Va (143761),5719,56014,882
boss,G0 (63791),5049,56103,637
boss,G5Iab: (20123),5049,56103,655
segue2,G0,3326,54943,447
segue2,G2,3326,54943,459
segue2,G0,3326,54943,491
segue2,G2,3326,54943,493
boss,G4V (32923),4059,55360,413
boss,G0Va (143761),4059,55360,460
boss,G4V (32923),4342,55531,886
sdss,G2,1657,53520,559
sdss,G2,1657,53520,562
sdss,G5,2841,54451,575
segue1,G2,1961,53299,460
segue1,G2,1961,53299,468
segue1,G2,1961,53299,512
segue1,G2,1664,52973,290
segue1,G0,1664,52973,296
segue1,G0,1664,52973,311
boss,G4V (32923),6261,56219,767
boss,G0 (63791),4483,55587,604
boss,G4V (32923),4483,55587,630
boss,G8V (101501),5466,56033,722
boss,G8V (101501),5466,56033,736
sdss,G2,1726,53137,214
sdss,G2,1094,52524,606
sdss,G2,1094,52524,613
boss,G4V (32923),5047,55833,234
boss,G8V (101501),5047,55833,236
boss,G4V (32923),5047,55833,240
sdss,G2,494,51915,128
sdss,G0,494,51915,146
segue2,G2,3320,54912,528
segue2,G0,3320,54912,532
segue2,G0,3320,54912,534
segue2,G2,3320,54912,556
segue2,G2,3320,54912,566
segue2,G2,3320,54912,593
segue2,G2,3320,54912,619
boss,B9III (15318),4071,55660,206
boss,B8IV (171301),5735,55980,838
sdss,B9,2234,53823,220
boss,B8IV (171301),4055,55359,278
boss,B5 (338529),4055,55359,310
sdss,B9,1022,52524,431
boss,B5III (209419),6465,56279,862
boss,B5 (338529),4056,55357,260
boss,B2.5V (175426),6715,56449,834
boss,B9Vn (177756),4058,55358,54
boss,B9Vn (177756),3822,55544,414
boss,B5 (338529),4611,55603,224
sdss,B9,565,52225,153
boss,B9Vn (177756),5130,55835,798
boss,B5 (338529),5736,55984,684
segue2,B6,3318,54951,204
boss,B9 (105262),7100,56636,832
boss,B5 (338529),4056,55357,350
boss,B8IV (171301),4056,55357,360
boss,B1Ve (212571),6038,56090,135
boss,B2IV-V (176819),4073,55663,297
boss,B0.5Ibe... (187459),4073,55663,343
boss,B5III (209419),4073,55663,532
boss,B8IV (171301),6270,56273,577
boss,B9 (105262),4055,55359,376
segue1,B6,2828,54438,628
boss,B8IV (171301),6253,56574,796
boss,B3Ib/II (51309),6253,56574,843
boss,B5 (338529),3820,55542,736
boss,B3II (175156),4056,55357,400
boss,B3Ib/II (51309),4541,55882,970
boss,B3II (175156),4056,55357,481
segue1,B6,2866,54478,244
segue1,B9,2829,54623,88
boss,B2IV-V (176819),6716,56401,106
boss,B9.5V+... (37269),3820,55542,860
boss,B5 (338529),3820,55542,884
boss,B2.5Ve (187811),4772,55654,316
boss,B5 (338529),3823,55534,51
boss,B9Vn (177756),3656,55241,496
sdss,B6,1108,53227,446
boss,B5III (209419),5332,55981,18
boss,B3II (175156),3819,55540,810
segue1,B9,2829,54623,246
boss,B5 (338529),5719,56014,418
sdss,B9,1026,52558,90
boss,B5 (338529),4396,55829,50
boss,B9III (15318),4562,55570,335
sdss,B9,2241,54169,209
boss,B9Vn (177756),4360,55539,313
boss,B3II (175156),7100,56636,130
boss,B5 (338529),5716,56684,173
boss,B9Vn (177756),6716,56401,318
boss,B5 (338529),5049,56103,286
sdss,B6,1657,53520,297
boss,B5 (338529),3877,55365,280
boss,B3II (175156),3821,55535,132
boss,B9 (105262),4056,55357,900
segue2,B9,3320,54912,496
segue1,B9,2829,54623,505
boss,B8III (220575),6716,56401,440
boss,B5 (338529),5719,56014,846
boss,B2.5V (175426),5049,56103,598
boss,B0IVe (5394),6790,56430,467
boss,B3V (29763),5804,56304,710
boss,B3II (175156),5804,56304,712
segue1,B9,2827,54422,455
boss,B1Ve (212571),7101,56659,474
boss,B1Ve (212571),7101,56659,492
boss,B9Vn (177756),5333,56001,442
boss,B2.5V (175426),5333,56001,461
boss,B1Ve (212571),5333,56001,472
boss,B5V (173087),5333,56001,479
boss,B5V (173087),5333,56001,480
boss,B2.5V (175426),5333,56001,493
boss,B5 (338529),6256,56323,567
sdss,B9,271,51883,486
sdss,B9,2500,54178,55
boss,B5Ib (191243),5398,56011,394
boss,B9 (105262),5398,56011,761
boss,B3II (175156),3819,55540,970
boss,B3V (29763),3820,55542,82
boss,B9Vn (177756),6465,56279,294
boss,B5 (338529),5716,56684,427
boss,B5III (209419),5333,56001,499
boss,B6IV (174959),7101,56659,563
boss,B9III (15318),7101,56659,607
boss,B8IV (171301),7101,56659,608
boss,B8IV (171301),7101,56659,612
sdss,B9,1339,52767,63
boss,B2.5V (175426),6719,56390,302
boss,B9Vn (177756),6277,56273,748
segue1,B9,2827,54422,629
boss,B5III (209419),4057,55357,134
sdss,B9,760,52264,380
boss,B5 (338529),5358,56016,68
boss,B3II (175156),5358,56016,860
boss,B5 (338529),6715,56449,330
boss,B9 (105262),6715,56449,338
segue2,B9,3321,54924,142
boss,B5 (338529),4542,55833,712
boss,B2IV-V (176819),5047,55833,464
boss,B3Ib/II (51309),6466,56310,928
boss,B3Ib/II (51309),6716,56401,829
boss,B5 (338529),5336,55957,680
sdss,B6,1339,52767,586
boss,B3V (29763),4411,56164,334
segue1,B6,2070,53729,423
boss,B5 (338529),6016,56073,644
boss,B0.5Ibe... (187459),5050,56215,534
boss,B5III (209419),4343,55540,846
